time,avg_roam_time_min,area_to_destroy_12.4min,area_to_destroy_24.8min,area_to_destroy_30.0min,missiles_remaining,mated_missiles_remaining,retaliation_prob
2021/01/20-14:12,5.1,"14,121","38,221","51,842",0,0,0.0000
2021/01/20-14:13,5.9,"15,591","40,609","54,615",1,1,0.0000
2021/01/20-14:14,6.6,"17,243","43,501","58,090",3,2,0.0000
2021/01/20-14:15,7.3,"18,861","46,036","61,010",5,3,0.0001
2021/01/20-14:16,4.7,"13,131","36,556","49,894",0,0,0.0000
2021/01/20-14:17,5.4,"14,546","38,889","52,612",0,0,0.0000
2021/01/20-14:18,6.1,"16,036","41,296","55,403",1,0,0.0000
2021/01/20-14:19,6.9,"17,599","43,777","58,269",3,0,0.0000
2021/01/20-14:20,7.6,"19,236","46,332","61,209",5,1,0.0000
2021/01/20-14:21,4.8,"13,482","37,133","50,565",0,0,0.0000
2021/01/20-14:22,5.5,"15,042","39,950","53,973",0,0,0.0000
2021/01/20-14:23,6.3,"16,569","42,411","56,827",2,1,0.0000
2021/01/20-14:24,7.0,"18,171","44,949","59,756",4,3,0.0001
2021/01/20-14:25,7.8,"19,849","47,561","62,761",6,4,0.0020
2021/01/20-14:26,4.6,"13,254","37,071","50,636",0,0,0.0000
2021/01/20-14:27,5.4,"14,693","39,445","53,402",0,0,0.0000
2021/01/20-14:28,6.1,"16,207","41,894","56,244",2,0,0.0000
2021/01/20-14:29,6.8,"17,585","44,050","58,727",3,0,0.0000
2021/01/20-14:30,7.5,"19,237","46,638","61,707",6,1,0.0000
2021/01/20-14:31,4.9,"13,781","37,875","51,556",0,0,0.0000
2021/01/20-14:32,5.6,"15,242","40,271","54,345",0,0,0.0000
2021/01/20-14:33,6.4,"16,779","42,743","57,208",3,2,0.0000
2021/01/20-14:34,7.1,"18,391","45,290","60,148",4,3,0.0001
2021/01/20-14:35,7.9,"20,079","47,912","63,162",6,4,0.0020
2021/01/20-14:36,4.6,"13,254","37,071","50,636",0,0,0.0000
2021/01/20-14:37,5.4,"14,693","39,445","53,402",0,0,0.0000
2021/01/20-14:38,6.1,"16,207","41,894","56,244",2,0,0.0000
2021/01/20-14:39,6.9,"17,476","43,620","58,098",3,0,0.0000
2021/01/20-14:40,7.6,"19,111","46,172","61,035",6,2,0.0000
2021/01/20-14:41,4.9,"13,600","37,337","50,806",0,0,0.0000
2021/01/20-14:42,5.6,"15,041","39,695","53,549",0,0,0.0000
2021/01/20-14:43,6.4,"16,664","42,558","56,995",3,1,0.0000
2021/01/20-14:44,7.1,"18,252","45,064","59,886",4,1,0.0000
2021/01/20-14:45,7.7,"19,690","47,263","62,405",6,3,0.0001
2021/01/20-14:46,4.6,"13,197","36,945","50,481",0,0,0.0000
2021/01/20-14:47,5.3,"14,485","38,811","52,526",0,0,0.0000
2021/01/20-14:48,6.0,"15,973","41,216","55,316",1,0,0.0000
2021/01/20-14:49,6.8,"17,535","43,696","58,181",3,1,0.0000
2021/01/20-14:50,7.5,"19,171","46,249","61,119",5,3,0.0001
2021/01/20-14:51,4.8,"13,454","37,105","50,537",0,0,0.0000
2021/01/20-14:52,5.5,"14,888","39,456","53,273",0,0,0.0000
2021/01/20-14:53,6.2,"16,413","41,916","56,125",2,2,0.0000
2021/01/20-14:54,7.0,"18,014","44,452","59,053",4,4,0.0020
2021/01/20-14:55,7.8,"19,691","47,064","62,057",6,5,0.0117
2021/01/20-14:56,4.9,"13,681","37,487","50,984",0,0,0.0000
2021/01/20-14:57,5.5,"14,881","39,179","52,819",0,0,0.0000
2021/01/20-14:58,6.3,"16,393","41,608","55,633",2,0,0.0000
2021/01/20-14:59,7.0,"17,978","44,112","58,521",3,1,0.0000
2021/01/20-15:00,7.8,"19,638","46,689","61,483",6,3,0.0001
2021/01/20-15:01,4.6,"12,908","35,977","49,101",0,0,0.0000
2021/01/20-15:02,5.3,"14,321","38,307","51,816",0,0,0.0000
2021/01/20-15:03,6.0,"15,807","40,711","54,605",1,1,0.0000
2021/01/20-15:04,6.8,"17,368","43,190","57,468",3,2,0.0000
2021/01/20-15:05,7.5,"19,003","45,742","60,405",5,2,0.0000
2021/01/20-15:06,4.7,"13,200","36,442","49,639",0,0,0.0000
2021/01/20-15:07,5.4,"14,627","38,786","52,368",0,0,0.0000
2021/01/20-15:08,6.2,"16,127","41,204","55,171",2,1,0.0000
2021/01/20-15:09,6.9,"17,702","43,696","58,048",3,2,0.0000
